language,exercise,topic
julia,pascals-triangle,exceptions
julia,pascals-triangle,integers
julia,pascals-triangle,math
julia,raindrops,arrays
julia,raindrops,control_flow_loops
julia,raindrops,strings
julia,scrabble-score,arrays
julia,scrabble-score,control_flow_conditionals
julia,scrabble-score,control_flow_loops
julia,scrabble-score,strings
julia,word-count,arrays
julia,word-count,control_flow_loops
julia,word-count,strings
julia,luhn,arithmetics
julia,luhn,control_flow_conditionals
julia,luhn,strings
julia,roman-numerals,control_flow_loops
julia,roman-numerals,strings
julia,isogram,arrays
julia,isogram,control_flow_conditionals
julia,isogram,control_flow_loops
julia,isogram,strings
julia,etl,arrays
julia,etl,sorting
julia,etl,strings
julia,collatz-conjecture,control_flow_exceptions
julia,collatz-conjecture,control_flow_if_else_statements
julia,collatz-conjecture,math
julia,sieve,arrays
julia,sieve,control_flow_conditionals
julia,sieve,control_flow_loops
julia,sieve,filtering
julia,sieve,math
julia,trinary,arrays
julia,trinary,integers
julia,trinary,math
julia,trinary,strings
julia,secret-handshake,arrays
julia,secret-handshake,filtering
julia,phone-number,conditionals
julia,phone-number,pattern_matching
julia,phone-number,regular_expressions
julia,phone-number,strings
julia,triangle,conditionals
julia,triangle,functional_abstraction
julia,transpose,arrays
julia,transpose,control_flow_conditionals
julia,transpose,control_flow_loops
julia,transpose,strings
julia,robot-name,randomness
julia,robot-name,strings
julia,robot-name,structs
julia,gigasecond,dates
julia,robot-simulator,structs
julia,complex-numbers,function_extension
julia,complex-numbers,math
julia,complex-numbers,methods
julia,complex-numbers,multiple_dispatch
julia,complex-numbers,structs
julia,custom-set,function_extension
julia,custom-set,iterators
julia,custom-set,methods
julia,custom-set,multiple_dispatch
julia,custom-set,parametric_types
julia,custom-set,types
julia,grains,exceptions
julia,spiral-matrix,iterators
julia,spiral-matrix,matrix
julia,isbn-verifier,arithmetics
julia,isbn-verifier,control_flow_conditionals
julia,isbn-verifier,metaprogramming
julia,isbn-verifier,strings
julia,isbn-verifier,structs
typescript,hello-world,control_flow_conditionals
typescript,hello-world,optional_values
typescript,hello-world,strings
typescript,hello-world,text_formatting
typescript,two-fer,control_flow_conditionals
typescript,two-fer,strings
typescript,leap,booleans
typescript,leap,integers
typescript,leap,logic
typescript,simple-cipher,algorithms
typescript,simple-cipher,control_flow_conditionals
typescript,simple-cipher,control_flow_loops
typescript,simple-cipher,randomness
typescript,simple-cipher,strings
typescript,simple-cipher,text_formatting
typescript,simple-cipher,transforming
typescript,armstrong-numbers,algorithms
typescript,armstrong-numbers,integers
typescript,armstrong-numbers,math
typescript,run-length-encoding,control_flow_conditionals
typescript,run-length-encoding,exception_handling
typescript,run-length-encoding,parsing
typescript,run-length-encoding,pattern_recognition
typescript,run-length-encoding,regular_expressions
typescript,run-length-encoding,strings
typescript,run-length-encoding,text_formatting
typescript,reverse-string,for
typescript,reverse-string,loops
typescript,reverse-string,strings
typescript,rna-transcription,strings
typescript,rna-transcription,transforming
typescript,bob,control_flow_conditionals
typescript,bob,pattern_recognition
typescript,bob,polymorphism
typescript,bob,regular_expressions
typescript,bob,strings
typescript,bob,unicode
typescript,protein-translation,arrays
typescript,protein-translation,control_flow_conditionals
typescript,protein-translation,control_flow_loops
typescript,protein-translation,strings
typescript,pangram,algorithms
typescript,pangram,control_flow_conditionals
typescript,pangram,control_flow_loops
typescript,pangram,lists
typescript,pangram,maps
typescript,pangram,searching
typescript,pangram,strings
typescript,isogram,ascii
typescript,isogram,control_flow_conditionals
typescript,isogram,control_flow_loops
typescript,isogram,filtering
typescript,isogram,searching
typescript,isogram,strings
typescript,space-age,classes
typescript,space-age,floating_point_numbers
typescript,perfect-numbers,arrays
typescript,perfect-numbers,control_flow_conditionals
typescript,perfect-numbers,control_flow_loops
typescript,perfect-numbers,integers
typescript,perfect-numbers,math
typescript,roman-numerals,control_flow_conditionals
typescript,roman-numerals,control_flow_loops
typescript,roman-numerals,pattern_recognition
typescript,roman-numerals,transforming
typescript,diffie-hellman,algorithms
typescript,diffie-hellman,arrays
typescript,diffie-hellman,control_flow_conditionals
typescript,diffie-hellman,control_flow_loops
typescript,diffie-hellman,exception_handling
typescript,diffie-hellman,math
typescript,strain,algorithms
typescript,strain,arrays
typescript,strain,callbacks
typescript,strain,control_flow_conditionals
typescript,strain,control_flow_loops
typescript,strain,filtering
typescript,strain,lists
typescript,twelve-days,control_flow_conditionals
typescript,twelve-days,control_flow_loops
typescript,twelve-days,pattern_recognition
typescript,twelve-days,polymorphism
typescript,twelve-days,strings
typescript,prime-factors,algorithms
typescript,prime-factors,control_flow_conditionals
typescript,prime-factors,control_flow_loops
typescript,prime-factors,integers
typescript,prime-factors,math
typescript,matrix,arrays
typescript,matrix,control_flow_conditionals
typescript,matrix,control_flow_loops
typescript,matrix,data_structures
typescript,matrix,matrices
typescript,matrix,text_formatting
typescript,saddle-points,arrays
typescript,saddle-points,control_flow_conditionals
typescript,saddle-points,control_flow_loops
typescript,saddle-points,integers
typescript,saddle-points,lists
typescript,saddle-points,matrices
typescript,saddle-points,sets
typescript,nucleotide-count,arrays
typescript,nucleotide-count,control_flow_conditionals
typescript,nucleotide-count,control_flow_loops
typescript,nucleotide-count,strings
typescript,nucleotide-count,text_formatting
typescript,pig-latin,control_flow_conditionals
typescript,pig-latin,control_flow_loops
typescript,pig-latin,games
typescript,pig-latin,regular_expressions
typescript,pig-latin,strings
typescript,pig-latin,transforming
typescript,luhn,control_flow_conditionals
typescript,luhn,control_flow_loops
typescript,luhn,integers
typescript,luhn,strings
typescript,transpose,arrays
typescript,transpose,control_flow_conditionals
typescript,transpose,control_flow_loops
typescript,transpose,lists
typescript,transpose,matrices
typescript,transpose,strings
typescript,transpose,text_formatting
typescript,isbn-verifier,control_flow_conditionals
typescript,isbn-verifier,control_flow_loops
typescript,isbn-verifier,pattern_recognition
typescript,isbn-verifier,regular_expressions
typescript,isbn-verifier,strings
typescript,proverb,arrays
typescript,proverb,control_flow_conditionals
typescript,proverb,control_flow_loops
typescript,proverb,optional_values
typescript,proverb,strings
typescript,proverb,text_formatting
typescript,complex-numbers,arrays
typescript,complex-numbers,control_flow_conditionals
typescript,complex-numbers,control_flow_loops
typescript,complex-numbers,math
typescript,house,arrays
typescript,house,control_flow_conditionals
typescript,house,control_flow_loops
typescript,house,recursion
typescript,house,strings
typescript,rectangles,arrays
typescript,rectangles,control_flow_conditionals
typescript,rectangles,control_flow_loops
typescript,rectangles,matrices
typescript,rectangles,strings
typescript,spiral-matrix,arrays
typescript,spiral-matrix,control_flow_conditionals
typescript,spiral-matrix,control_flow_loops
typescript,spiral-matrix,data_structures
typescript,spiral-matrix,matrices
typescript,nth-prime,algorithms
typescript,nth-prime,control_flow_conditionals
typescript,nth-prime,control_flow_loops
typescript,nth-prime,exception_handling
typescript,nth-prime,integers
typescript,nth-prime,math
typescript,sum-of-multiples,control_flow_conditionals
typescript,sum-of-multiples,control_flow_loops
typescript,sum-of-multiples,integers
typescript,sum-of-multiples,lists
typescript,sum-of-multiples,math
typescript,linked-list,algorithms
typescript,linked-list,arrays
typescript,linked-list,control_flow_conditionals
typescript,linked-list,control_flow_loops
typescript,linked-list,data_structures
typescript,linked-list,lists
typescript,linked-list,optional_values
typescript,bracket-push,parsing
typescript,bracket-push,stacks
typescript,bracket-push,strings
typescript,flatten-array,arrays
typescript,flatten-array,lists
typescript,flatten-array,loops
typescript,flatten-array,recursion
typescript,grains,control_flow_conditionals
typescript,grains,control_flow_loops
typescript,grains,integers
typescript,sieve,control_flow_conditionals
typescript,sieve,control_flow_loops
typescript,sieve,integers
typescript,sieve,math
typescript,sieve,recursion
typescript,sublist,arrays
typescript,sublist,control_flow_conditionals
typescript,sublist,control_flow_loops
typescript,sublist,data_structures
typescript,sublist,lists
typescript,accumulate,algorithms
typescript,accumulate,callbacks
typescript,accumulate,control_flow_conditionals
typescript,accumulate,lists
typescript,all-your-base,control_flow_conditionals
typescript,all-your-base,control_flow_loops
typescript,all-your-base,exception_handling
typescript,all-your-base,integers
typescript,all-your-base,math
typescript,all-your-base,parsing
typescript,secret-handshake,algorithms
typescript,secret-handshake,arrays
typescript,secret-handshake,bitwise_operations
typescript,secret-handshake,control_flow_conditionals
typescript,secret-handshake,control_flow_loops
typescript,secret-handshake,games
typescript,allergies,arrays
typescript,allergies,bitwise_operations
typescript,allergies,control_flow_conditionals
typescript,allergies,control_flow_loops
typescript,binary-search-tree,algorithms
typescript,binary-search-tree,control_flow_conditionals
typescript,binary-search-tree,control_flow_loops
typescript,binary-search-tree,recursion
typescript,robot-name,control_flow_conditionals
typescript,robot-name,exception_handling
typescript,robot-name,randomness
typescript,robot-name,regular_expressions
typescript,robot-name,sets
typescript,grade-school,arrays
typescript,grade-school,maps
typescript,grade-school,sorting
typescript,custom-set,arrays
typescript,custom-set,control_flow_conditionals
typescript,custom-set,control_flow_loops
typescript,custom-set,data_structures
typescript,custom-set,equality
typescript,custom-set,lists
typescript,custom-set,recursion
typescript,custom-set,sets
typescript,wordy,control_flow_conditionals
typescript,wordy,control_flow_loops
typescript,wordy,exception_handling
typescript,wordy,parsing
typescript,wordy,pattern_recognition
typescript,wordy,regular_expressions
typescript,wordy,strings
typescript,minesweeper,algorithms
typescript,minesweeper,arrays
typescript,minesweeper,games
typescript,connect,arrays
typescript,connect,control_flow_conditionals
typescript,connect,control_flow_loops
typescript,connect,games
typescript,connect,maps
typescript,connect,parsing
typescript,palindrome-products,algorithms
typescript,palindrome-products,control_flow_conditionals
typescript,palindrome-products,control_flow_loops
typescript,palindrome-products,integers
typescript,palindrome-products,math
typescript,circular-buffer,arrays
typescript,circular-buffer,control_flow_conditionals
typescript,circular-buffer,control_flow_loops
typescript,circular-buffer,data_structures
typescript,circular-buffer,exception_handling
typescript,circular-buffer,lists
typescript,list-ops,data_structures
typescript,list-ops,lists
typescript,list-ops,recursion
typescript,bowling,arrays
typescript,bowling,control_flow_conditionals
typescript,bowling,control_flow_loops
typescript,bowling,exception_handling
typescript,bowling,games
typescript,bowling,parsing
typescript,bowling,text_formatting
typescript,queen-attack,control_flow_conditionals
typescript,queen-attack,control_flow_loops
typescript,queen-attack,equality
typescript,queen-attack,exception_handling
typescript,queen-attack,optional_values
typescript,queen-attack,parsing
typescript,queen-attack,text_formatting
typescript,crypto-square,algorithms
typescript,crypto-square,arrays
typescript,crypto-square,control_flow_conditionals
typescript,crypto-square,control_flow_loops
typescript,crypto-square,regular_expressions
typescript,crypto-square,sorting
typescript,crypto-square,text_formatting
typescript,crypto-square,transforming
typescript,gigasecond,time
typescript,series,control_flow_loops
typescript,series,exception_handling
typescript,series,strings
typescript,series,text_formatting
typescript,difference-of-squares,algorithms
typescript,difference-of-squares,control_flow_loops
typescript,difference-of-squares,integers
typescript,difference-of-squares,math
typescript,word-count,control_flow_loops
typescript,word-count,lists
typescript,word-count,regular_expressions
typescript,word-count,strings
typescript,word-count,unicode
typescript,raindrops,control_flow_conditionals
typescript,raindrops,integers
typescript,raindrops,strings
typescript,raindrops,transforming
typescript,etl,control_flow_loops
typescript,etl,integers
typescript,etl,maps
typescript,etl,transforming
typescript,hamming,control_flow_conditionals
typescript,hamming,control_flow_loops
typescript,hamming,equality
typescript,hamming,strings
typescript,scrabble-score,control_flow_conditionals
typescript,scrabble-score,control_flow_loops
typescript,scrabble-score,maps
typescript,scrabble-score,strings
typescript,acronym,control_flow_loops
typescript,acronym,regular_expressions
typescript,acronym,strings
typescript,acronym,transforming
typescript,anagram,filtering
typescript,anagram,strings
typescript,phone-number,parsing
typescript,phone-number,transforming
typescript,beer-song,control_flow_conditionals
typescript,beer-song,control_flow_loops
typescript,beer-song,strings
typescript,say,control_flow_conditionals
typescript,say,control_flow_loops
typescript,say,exception_handling
typescript,say,integers
typescript,say,strings
typescript,say,text_formatting
typescript,food-chain,algorithms
typescript,food-chain,text_formatting
typescript,clock,integers
typescript,clock,logic
typescript,clock,strings
typescript,triangle,control_flow_conditionals
typescript,triangle,control_flow_loops
typescript,triangle,exception_handling
typescript,triangle,integers
typescript,collatz-conjecture,conditionals
typescript,collatz-conjecture,exception_handling
typescript,collatz-conjecture,integers
typescript,collatz-conjecture,math
typescript,collatz-conjecture,recursion
typescript,pascals-triangle,control_flow_conditionals
typescript,pascals-triangle,control_flow_loops
