exercise,language,topic
space-age,fsharp,floating_point_numbers
raindrops,fsharp,filtering
raindrops,fsharp,text_formatting
accumulate,fsharp,recursion
accumulate,fsharp,transforming
grade-school,fsharp,maps
grade-school,fsharp,sorting
collatz-conjecture,fsharp,algorithms
collatz-conjecture,fsharp,control_flow_conditionals
collatz-conjecture,fsharp,control_flow_loops
collatz-conjecture,fsharp,integers
collatz-conjecture,fsharp,math
armstrong-numbers,fsharp,integers
armstrong-numbers,fsharp,math
beer-song,fsharp,algorithms
beer-song,fsharp,text_formatting
queen-attack,fsharp,tuples
kindergarten-garden,fsharp,enumerations
kindergarten-garden,fsharp,parsing
clock,fsharp,structural_equality
clock,fsharp,time
robot-simulator,fsharp,records
robot-simulator,fsharp,tuples
allergies,fsharp,bitwise_operations
allergies,fsharp,enumerations
allergies,fsharp,filtering
ocr-numbers,fsharp,parsing
ocr-numbers,fsharp,pattern_recognition
tree-building,fsharp,refactoring
tree-building,fsharp,trees
binary-search-tree,fsharp,optional_values
binary-search-tree,fsharp,searching
binary-search-tree,fsharp,trees
pig-latin,fsharp,strings
pig-latin,fsharp,transforming
difference-of-squares,fsharp,integers
difference-of-squares,fsharp,math
gigasecond,fsharp,dates
reverse-string,fsharp,strings
rna-transcription,fsharp,strings
rna-transcription,fsharp,transforming
grains,fsharp,integers
hamming,fsharp,filtering
hamming,fsharp,strings
nucleotide-count,fsharp,maps
nucleotide-count,fsharp,strings
pangram,fsharp,strings
etl,fsharp,maps
etl,fsharp,transforming
triangle,fsharp,integers
robot-name,fsharp,randomness
robot-name,fsharp,strings
error-handling,fsharp,discriminated_unions
error-handling,fsharp,exception_handling
error-handling,fsharp,optional_values
scrabble-score,fsharp,transforming
proverb,fsharp,algorithms
proverb,fsharp,text_formatting
protein-translation,fsharp,lists
protein-translation,fsharp,strings
protein-translation,fsharp,transforming
strain,fsharp,filtering
strain,fsharp,sequences
isogram,fsharp,filtering
isogram,fsharp,strings
sieve,fsharp,filtering
sieve,fsharp,math
phone-number,fsharp,parsing
phone-number,fsharp,transforming
perfect-numbers,fsharp,discriminated_unions
perfect-numbers,fsharp,integers
perfect-numbers,fsharp,math
binary-search,fsharp,lists
binary-search,fsharp,searching
secret-handshake,fsharp,bitwise_operations
secret-handshake,fsharp,lists
word-count,fsharp,maps
word-count,fsharp,strings
word-count,fsharp,transforming
twelve-days,fsharp,algorithms
twelve-days,fsharp,text_formatting
meetup,fsharp,dates
anagram,fsharp,filtering
anagram,fsharp,strings
series,fsharp,lists
series,fsharp,strings
series,fsharp,transforming
simple-linked-list,fsharp,lists
acronym,fsharp,strings
acronym,fsharp,transforming
matrix,fsharp,matrices
matrix,fsharp,parsing
all-your-base,fsharp,integers
all-your-base,fsharp,math
all-your-base,fsharp,transforming
largest-series-product,fsharp,integers
largest-series-product,fsharp,math
largest-series-product,fsharp,strings
largest-series-product,fsharp,transforming
house,fsharp,algorithms
house,fsharp,text_formatting
pythagorean-triplet,fsharp,integers
pythagorean-triplet,fsharp,math
pythagorean-triplet,fsharp,records
saddle-points,fsharp,lists
saddle-points,fsharp,matrices
pascals-triangle,fsharp,lists
pascals-triangle,fsharp,math
pascals-triangle,fsharp,recursion
list-ops,fsharp,lists
list-ops,fsharp,recursion
prime-factors,fsharp,integers
prime-factors,fsharp,math
isbn-verifier,fsharp,loops
isbn-verifier,fsharp,strings
roman-numerals,fsharp,recursion
roman-numerals,fsharp,transforming
dot-dsl,fsharp,domain_specific_languages
parallel-letter-frequency,fsharp,parallellism
parallel-letter-frequency,fsharp,transforming
linked-list,fsharp,lists
simple-cipher,fsharp,algorithms
simple-cipher,fsharp,strings
simple-cipher,fsharp,transforming
rotational-cipher,fsharp,algorithms
rotational-cipher,fsharp,strings
rotational-cipher,fsharp,transforming
scale-generator,fsharp,algorithms
scale-generator,fsharp,parsing
atbash-cipher,fsharp,algorithms
atbash-cipher,fsharp,strings
atbash-cipher,fsharp,transforming
food-chain,fsharp,algorithms
food-chain,fsharp,text_formatting
grep,fsharp,files
grep,fsharp,searching
grep,fsharp,text_formatting
custom-set,fsharp,sets
crypto-square,fsharp,algorithms
crypto-square,fsharp,strings
crypto-square,fsharp,transforming
ledger,fsharp,globalization
ledger,fsharp,refactoring
ledger,fsharp,text_formatting
circular-buffer,fsharp,queues
circular-buffer,fsharp,records
luhn,fsharp,algorithms
luhn,fsharp,strings
luhn,fsharp,transforming
bank-account,fsharp,concurrency
bank-account,fsharp,optional_values
markdown,fsharp,parsing
markdown,fsharp,refactoring
markdown,fsharp,transforming
run-length-encoding,fsharp,algorithms
run-length-encoding,fsharp,transforming
book-store,fsharp,recursion
spiral-matrix,fsharp,algorithms
spiral-matrix,fsharp,matrices
yacht,fsharp,discriminated_unions
yacht,fsharp,games
yacht,fsharp,parsing
tournament,fsharp,parsing
tournament,fsharp,text_formatting
word-search,fsharp,optional_values
word-search,fsharp,searching
word-search,fsharp,tuples
bowling,fsharp,algorithms
transpose,fsharp,strings
transpose,fsharp,transforming
nth-prime,fsharp,math
palindrome-products,fsharp,algorithms
palindrome-products,fsharp,math
palindrome-products,fsharp,strings
palindrome-products,fsharp,tuples
complex-numbers,fsharp,math
rational-numbers,fsharp,math
rail-fence-cipher,fsharp,algorithms
rail-fence-cipher,fsharp,strings
rail-fence-cipher,fsharp,transforming
bracket-push,fsharp,parsing
bracket-push,fsharp,strings
sublist,fsharp,lists
sublist,fsharp,recursion
change,fsharp,integers
change,fsharp,recursion
minesweeper,fsharp,parsing
minesweeper,fsharp,transforming
diffie-hellman,fsharp,algorithms
diffie-hellman,fsharp,integers
diffie-hellman,fsharp,math
diffie-hellman,fsharp,transforming
dominoes,fsharp,lists
dominoes,fsharp,tuples
rectangles,fsharp,parsing
rectangles,fsharp,transforming
wordy,fsharp,parsing
wordy,fsharp,strings
wordy,fsharp,transforming
hangman,fsharp,reactive_programming
zebra-puzzle,fsharp,logic
poker,fsharp,discriminated_unions
poker,fsharp,games
poker,fsharp,parsing
poker,fsharp,sorting
diamond,fsharp,algorithms
diamond,fsharp,text_formatting
two-bucket,fsharp,logic
connect,fsharp,parsing
connect,fsharp,transforming
say,fsharp,strings
say,fsharp,text_formatting
say,fsharp,transforming
react,fsharp,classes
react,fsharp,events
react,fsharp,reactive_programming
variable-length-quantity,fsharp,algorithms
variable-length-quantity,fsharp,bitwise_operations
go-counting,fsharp,optional_values
go-counting,fsharp,parsing
go-counting,fsharp,tuples
lens-person,fsharp,lenses
sgf-parsing,fsharp,parsing
sgf-parsing,fsharp,transforming
alphametics,fsharp,maps
alphametics,fsharp,parsing
zipper,fsharp,recursion
zipper,fsharp,searching
zipper,fsharp,trees
forth,fsharp,parsing
forth,fsharp,stacks
pov,fsharp,graphs
pov,fsharp,recursion
pov,fsharp,searching
hello-world,lua,control_flow_if_statements
hello-world,lua,optional_values
hello-world,lua,text_formatting
hamming,lua,control_flow_loops
hamming,lua,strings
house,lua,control_flow_loops
house,lua,strings
house,lua,text_formatting
raindrops,lua,control_flow_if_else_statements
raindrops,lua,strings
bob,lua,control_flow_if_else_statements
bob,lua,strings
difference-of-squares,lua,math
variable-length-quantity,lua,arrays
variable-length-quantity,lua,bitwise_operations
variable-length-quantity,lua,control_flow_if_else_statements
variable-length-quantity,lua,control_flow_loops
anagram,lua,algorithms
anagram,lua,control_flow_if_else_statements
anagram,lua,control_flow_loops
anagram,lua,strings
octal,lua,bitwise_operations
octal,lua,control_flow_if_else_statements
octal,lua,control_flow_loops
octal,lua,math
octal,lua,strings
binary-search,lua,algorithms
binary-search,lua,arrays
binary-search,lua,control_flow_if_else_statements
binary-search,lua,control_flow_loops
binary-search,lua,searching
bracket-push,lua,algorithms
bracket-push,lua,control_flow_if_else_statements
bracket-push,lua,control_flow_loops
bracket-push,lua,stacks
bracket-push,lua,strings
flatten-array,lua,algorithms
flatten-array,lua,arrays
flatten-array,lua,control_flow_if_else_statements
flatten-array,lua,control_flow_loops
flatten-array,lua,recursion
word-count,lua,control_flow_loops
word-count,lua,strings
pangram,lua,control_flow_if_else_statements
pangram,lua,control_flow_loops
pangram,lua,strings
matrix,lua,arrays
matrix,lua,control_flow_loops
matrix,lua,matrices
beer-song,lua,control_flow_if_else_statements
beer-song,lua,control_flow_loops
beer-song,lua,strings
beer-song,lua,text_formatting
isogram,lua,control_flow_if_else_statements
isogram,lua,control_flow_loops
isogram,lua,strings
perfect-numbers,lua,control_flow_if_else_statements
perfect-numbers,lua,control_flow_loops
perfect-numbers,lua,math
etl,lua,control_flow_loops
etl,lua,transforming
nucleotide-count,lua,control_flow_loops
nucleotide-count,lua,exception_handling
nucleotide-count,lua,strings
food-chain,lua,control_flow_if_else_statements
food-chain,lua,control_flow_loops
food-chain,lua,strings
sum-of-multiples,lua,control_flow_if_else_statements
sum-of-multiples,lua,control_flow_loops
sum-of-multiples,lua,math
rna-transcription,lua,control_flow_loops
rna-transcription,lua,strings
rna-transcription,lua,transforming
phone-number,lua,control_flow_if_else_statements
phone-number,lua,strings
phone-number,lua,text_formatting
bank-account,lua,classes
bank-account,lua,control_flow_if_else_statements
protein-translation,lua,control_flow_if_else_statements
protein-translation,lua,control_flow_loops
protein-translation,lua,exception_handling
protein-translation,lua,strings
grade-school,lua,classes
grade-school,lua,control_flow_if_else_statements
nth-prime,lua,control_flow_if_else_statements
nth-prime,lua,control_flow_loops
nth-prime,lua,exception_handling
nth-prime,lua,math
diamond,lua,algorithms
diamond,lua,control_flow_loops
diamond,lua,strings
diamond,lua,text_formatting
run-length-encoding,lua,algorithms
run-length-encoding,lua,control_flow_if_else_statements
run-length-encoding,lua,control_flow_loops
run-length-encoding,lua,strings
run-length-encoding,lua,text_formatting
sublist,lua,arrays
sublist,lua,control_flow_if_else_statements
sublist,lua,control_flow_loops
robot-name,lua,randomness
robot-name,lua,strings
robot-name,lua,text_formatting
robot-simulator,lua,classes
robot-simulator,lua,exception_handling
robot-simulator,lua,strings
pythagorean-triplet,lua,control_flow_if_else_statements
pythagorean-triplet,lua,control_flow_loops
pythagorean-triplet,lua,math
leap,lua,control_flow_if_else_statements
leap,lua,logic
space-age,lua,classes
pascals-triangle,lua,control_flow_loops
pascals-triangle,lua,math
sieve,lua,control_flow_if_else_statements
sieve,lua,control_flow_loops
sieve,lua,math
grains,lua,control_flow_loops
kindergarten-garden,lua,control_flow_if_else_statements
kindergarten-garden,lua,control_flow_loops
kindergarten-garden,lua,strings
custom-set,lua,classes
custom-set,lua,control_flow_if_else_statements
custom-set,lua,control_flow_loops
custom-set,lua,sets
gigasecond,lua,time
word-search,lua,control_flow_if_else_statements
word-search,lua,control_flow_loops
word-search,lua,strings
luhn,lua,control_flow_if_else_statements
luhn,lua,control_flow_loops
luhn,lua,strings
triangle,lua,control_flow_if_else_statements
triangle,lua,exception_handling
clock,lua,classes
series,lua,arrays
series,lua,control_flow_loops
series,lua,coroutines
linked-list,lua,classes
linked-list,lua,control_flow_if_else_statements
linked-list,lua,control_flow_loops
ocr-numbers,lua,control_flow_loops
ocr-numbers,lua,strings
pig-latin,lua,control_flow_if_else_statements
pig-latin,lua,control_flow_loops
pig-latin,lua,strings
pig-latin,lua,text_formatting
minesweeper,lua,arrays
minesweeper,lua,control_flow_if_else_statements
minesweeper,lua,control_flow_loops
minesweeper,lua,exception_handling
minesweeper,lua,strings
crypto-square,lua,control_flow_loops
crypto-square,lua,strings
crypto-square,lua,text_formatting
list-ops,lua,arrays
list-ops,lua,control_flow_loops
list-ops,lua,filtering
meetup,lua,control_flow_if_statements
meetup,lua,control_flow_loops
meetup,lua,time
atbash-cipher,lua,control_flow_loops
atbash-cipher,lua,strings
atbash-cipher,lua,text_formatting
scrabble-score,lua,control_flow_loops
scrabble-score,lua,strings
largest-series-product,lua,control_flow_loops
largest-series-product,lua,exception_handling
largest-series-product,lua,math
rail-fence-cipher,lua,control_flow_if_else_statements
rail-fence-cipher,lua,control_flow_loops
rail-fence-cipher,lua,strings
rail-fence-cipher,lua,text_formatting
roman-numerals,lua,control_flow_loops
roman-numerals,lua,strings
roman-numerals,lua,text_formatting
transpose,lua,algorithms
transpose,lua,control_flow_loops
transpose,lua,strings
tournament,lua,arrays
tournament,lua,control_flow_loops
tournament,lua,strings
tournament,lua,text_formatting
tournament,lua,text_parsing
circular-buffer,lua,classes
circular-buffer,lua,control_flow_if_else_statements
circular-buffer,lua,exception_handling
